date,transaction_date,month,year_month,week_key,day_name,day_order,hour,channel,total_transactions,total_message_units,billable_amount,success_count,failed_count,pending_count,rna_count,active_users
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,12,WhatsApp,39,39,7250,31,1,7,0,14
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,13,Call/IVR,18,18,4880,6,0,0,12,7
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,13,Email,38,38,1600,34,0,4,0,12
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,13,SMS,14,14,7000,14,0,0,0,9
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,13,WhatsApp,31,31,6450,27,2,2,0,9
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,14,Call/IVR,16,16,3020,3,0,0,13,8
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,14,Email,51,51,1800,38,1,12,0,15
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,14,SMS,27,34,15000,26,1,0,0,8
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,14,WhatsApp,36,36,6100,28,2,6,0,14
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,15,Call/IVR,17,17,0,0,0,0,17,8
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,15,Email,48,48,1950,40,0,8,0,14
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,15,SMS,17,19,9500,17,0,0,0,12
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,15,WhatsApp,42,42,8600,34,2,6,0,12
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,16,Call/IVR,14,14,1140,3,0,0,11,8
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,16,Email,54,54,2050,42,0,12,0,14
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,16,SMS,11,11,5500,11,0,0,0,7
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,16,WhatsApp,42,42,9900,39,0,3,0,13
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,17,Call/IVR,21,21,4840,5,0,0,16,12
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,17,Email,39,39,1350,29,1,9,0,12
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,17,SMS,25,30,15000,25,0,0,0,7
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,17,WhatsApp,41,41,8700,35,3,3,0,12
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,18,Email,45,45,1850,38,2,5,0,11
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,18,SMS,14,19,9500,14,0,0,0,8
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,18,WhatsApp,45,45,11550,39,2,4,0,13
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,19,Email,50,50,2000,42,0,8,0,11
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,19,SMS,9,12,6000,9,0,0,0,5
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,19,WhatsApp,51,51,10100,37,2,12,0,17
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,20,Email,38,38,1500,33,0,5,0,14
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,20,SMS,17,17,8500,17,0,0,0,11
2025-01-25,2025-01-25,01,2025-01,2025-W04,Saturday,6,20,WhatsApp,64,64,14200,55,0,9,0,14
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,8,Call/IVR,18,18,3440,4,0,0,14,7
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,8,Email,46,46,1800,36,4,6,0,13
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,8,SMS,22,28,14000,22,0,0,0,9
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,8,WhatsApp,35,35,6750,27,1,7,0,13
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,9,Call/IVR,8,8,1960,2,0,0,6,5
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,9,Email,46,46,1700,34,0,12,0,12
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,9,SMS,19,24,12000,19,0,0,0,8
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,9,WhatsApp,39,39,6200,26,2,11,0,12
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,10,Call/IVR,13,13,6200,7,0,0,6,7
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,10,Email,58,58,2250,48,2,8,0,13
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,10,SMS,13,13,6500,13,0,0,0,7
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,10,WhatsApp,51,51,10250,43,0,8,0,15
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,11,Call/IVR,23,23,3340,4,0,0,19,9
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,11,Email,58,58,2500,51,2,5,0,14
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,11,SMS,15,19,7500,14,1,0,0,7
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,11,WhatsApp,36,36,7050,29,0,7,0,12
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,12,Call/IVR,21,21,2640,4,0,0,17,11
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,12,Email,59,59,2450,50,1,8,0,15
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,12,SMS,20,25,12500,20,0,0,0,9
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,12,WhatsApp,51,51,11750,46,1,4,0,15
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,13,Call/IVR,18,18,2840,4,0,0,14,10
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,13,Email,54,54,2100,42,2,10,0,17
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,13,SMS,13,18,9000,13,0,0,0,5
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,13,WhatsApp,53,53,9700,45,0,8,0,15
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,14,Call/IVR,20,20,4840,5,0,0,15,8
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,14,Email,48,48,1800,36,2,10,0,11
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,14,SMS,17,17,8000,16,1,0,0,10
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,14,WhatsApp,43,43,7750,35,0,8,0,14
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,15,Call/IVR,10,10,0,0,0,0,10,5
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,15,Email,57,57,2250,48,1,8,0,13
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,15,SMS,20,22,11000,20,0,0,0,9
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,15,WhatsApp,49,49,10700,43,1,5,0,11
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,16,Call/IVR,19,19,1880,3,0,0,16,11
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,16,Email,47,47,1700,34,3,10,0,15
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,16,SMS,22,25,12500,22,0,0,0,9
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,16,WhatsApp,35,35,7300,29,1,5,0,10
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,17,Call/IVR,15,15,6440,4,0,0,11,10
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,17,Email,53,53,2000,43,1,9,0,15
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,17,SMS,16,18,9000,16,0,0,0,9
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,17,WhatsApp,45,45,9400,36,1,8,0,13
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,18,Email,51,51,1900,40,0,11,0,12
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,18,SMS,8,8,4000,8,0,0,0,7
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,18,WhatsApp,26,26,4900,20,2,4,0,9
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,19,Email,49,49,1900,38,0,11,0,13
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,19,SMS,13,16,8000,13,0,0,0,8
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,19,WhatsApp,42,42,8650,35,1,6,0,13
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,20,Email,67,67,2800,58,0,9,0,11
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,20,SMS,24,28,13500,23,1,0,0,10
2025-01-26,2025-01-26,01,2025-01,2025-W04,Sunday,7,20,WhatsApp,42,42,7600,35,1,6,0,13
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,8,Call/IVR,17,17,3680,6,0,0,11,10
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,8,Email,53,53,1900,39,0,14,0,15
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,8,SMS,13,13,6500,13,0,0,0,6
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,8,WhatsApp,49,49,10050,42,1,6,0,13
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,9,Call/IVR,10,10,1580,3,1,0,6,6
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,9,Email,44,44,1900,40,0,4,0,12
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,9,SMS,16,16,8000,16,0,0,0,7
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,9,WhatsApp,35,35,7050,27,0,8,0,10
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,10,Call/IVR,18,18,3600,5,0,0,13,8
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,10,Email,53,53,2050,47,1,5,0,12
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,10,SMS,17,22,9000,16,1,0,0,8
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,10,WhatsApp,37,37,7900,32,0,5,0,13
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,11,Call/IVR,19,19,3860,4,0,0,15,8
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,11,Email,59,59,2300,48,0,11,0,14
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,11,SMS,25,25,12500,25,0,0,0,12
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,11,WhatsApp,49,49,11250,44,0,5,0,15
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,12,Call/IVR,10,10,0,0,0,0,10,3
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,12,Email,48,48,1950,43,0,5,0,14
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,12,SMS,15,18,9000,15,0,0,0,9
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,12,WhatsApp,47,47,10900,39,2,6,0,14
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,13,Call/IVR,18,18,3700,5,0,0,13,7
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,13,Email,67,67,2600,54,2,11,0,14
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,13,SMS,25,28,12000,24,1,0,0,8
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,13,WhatsApp,48,48,11050,42,0,6,0,14
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,14,Call/IVR,13,13,2180,2,0,0,11,7
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,14,Email,44,44,2000,40,0,4,0,14
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,14,SMS,20,24,12000,20,0,0,0,12
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,14,WhatsApp,43,43,8150,39,0,4,0,13
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,15,Call/IVR,12,12,540,1,0,0,11,8
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,15,Email,45,45,1600,33,0,12,0,16
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,15,SMS,28,30,15000,28,0,0,0,10
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,15,WhatsApp,38,38,9300,35,1,2,0,8
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,16,Call/IVR,20,20,3740,5,0,0,15,8
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,16,Email,50,50,2050,43,0,7,0,16
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,16,SMS,16,19,9500,16,0,0,0,7
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,16,WhatsApp,40,40,8850,34,3,3,0,15
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,17,Call/IVR,13,13,5640,5,1,0,7,7
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,17,Email,59,59,2150,46,0,13,0,16
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,17,SMS,21,33,16500,21,0,0,0,12
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,17,WhatsApp,39,39,7500,31,1,7,0,14
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,18,Email,45,45,1850,41,0,4,0,11
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,18,SMS,14,17,8500,14,0,0,0,6
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,18,WhatsApp,56,56,11150,48,3,5,0,16
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,19,Email,57,57,2150,43,4,10,0,12
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,19,SMS,20,20,10000,20,0,0,0,8
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,19,WhatsApp,43,43,10050,40,0,3,0,11
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,20,Email,52,52,2200,46,1,5,0,14
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,20,SMS,21,26,13000,21,0,0,0,8
2025-01-27,2025-01-27,01,2025-01,2025-W05,Monday,1,20,WhatsApp,34,34,7150,31,0,3,0,10
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,8,Call/IVR,15,15,2900,3,0,0,12,7
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,8,Email,46,46,1800,38,1,7,0,9
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,8,SMS,20,26,13000,20,0,0,0,11
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,8,WhatsApp,40,40,8550,34,1,5,0,14
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,9,Call/IVR,21,21,2360,4,1,0,16,9
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,9,Email,39,39,1300,27,0,12,0,13
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,9,SMS,18,25,12500,18,0,0,0,8
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,9,WhatsApp,51,51,10700,41,2,8,0,13
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,10,Call/IVR,13,13,1900,3,0,0,10,5
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,10,Email,58,58,2200,46,0,12,0,12
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,10,SMS,17,25,12500,17,0,0,0,9
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,10,WhatsApp,51,51,9250,38,1,12,0,12
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,11,Call/IVR,19,19,6060,6,0,0,13,8
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,11,Email,45,45,1650,35,0,10,0,14
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,11,SMS,24,29,14500,24,0,0,0,10
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,11,WhatsApp,42,42,8950,35,0,7,0,13
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,12,Call/IVR,18,18,3200,4,0,0,14,10
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,12,Email,61,61,2400,50,0,11,0,15
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,12,SMS,17,19,9500,17,0,0,0,9
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,12,WhatsApp,49,49,11650,43,2,4,0,16
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,13,Call/IVR,15,15,1400,1,0,0,14,9
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,13,Email,48,48,1850,38,0,10,0,12
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,13,SMS,20,22,11000,20,0,0,0,8
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,13,WhatsApp,50,50,11300,43,0,7,0,12
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,14,Call/IVR,8,8,2280,3,0,0,5,6
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,14,Email,49,49,1750,38,0,11,0,11
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,14,SMS,16,18,9000,16,0,0,0,7
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,14,WhatsApp,44,44,8850,38,1,5,0,14
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,15,Call/IVR,24,24,3420,5,0,0,19,9
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,15,Email,50,50,1900,39,0,11,0,13
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,15,SMS,7,7,3500,7,0,0,0,4
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,15,WhatsApp,40,40,7900,37,0,3,0,12
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,16,Call/IVR,18,18,2400,4,0,0,14,9
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,16,Email,41,41,1450,29,1,11,0,12
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,16,SMS,21,26,13000,21,0,0,0,9
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,16,WhatsApp,56,56,11900,47,2,7,0,14
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,17,Call/IVR,11,11,1460,2,1,0,8,4
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,17,Email,58,58,2500,50,0,8,0,12
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,17,SMS,17,17,8500,17,0,0,0,10
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,17,WhatsApp,43,43,8700,37,2,4,0,13
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,18,Email,47,47,1900,38,0,9,0,12
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,18,SMS,14,14,7000,14,0,0,0,9
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,18,WhatsApp,53,53,9900,44,0,9,0,12
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,19,Email,49,49,1900,41,3,5,0,15
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,19,SMS,13,18,9000,13,0,0,0,8
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,19,WhatsApp,51,51,9000,41,2,8,0,14
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,20,Email,51,51,1950,39,0,12,0,13
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,20,SMS,23,25,12500,23,0,0,0,9
2025-01-28,2025-01-28,01,2025-01,2025-W05,Tuesday,2,20,WhatsApp,48,48,11100,42,0,6,0,14
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,8,Call/IVR,19,19,2220,2,0,0,17,7
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,8,Email,52,52,2000,42,1,9,0,16
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,8,SMS,11,11,5500,11,0,0,0,8
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,8,WhatsApp,52,52,12350,47,0,5,0,13
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,9,Call/IVR,23,23,3600,4,1,0,18,11
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,9,Email,45,45,1750,36,0,9,0,11
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,9,SMS,12,15,7500,12,0,0,0,6
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,9,WhatsApp,54,54,10050,47,2,5,0,13
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,10,Call/IVR,15,15,2220,2,0,0,13,7
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,10,Email,50,50,2050,42,0,8,0,15
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,10,SMS,19,21,10000,18,1,0,0,10
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,10,WhatsApp,44,44,9950,40,0,4,0,13
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,11,Call/IVR,19,19,5760,6,0,0,13,8
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,11,Email,48,48,1900,41,1,6,0,13
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,11,SMS,20,20,10000,20,0,0,0,8
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,11,WhatsApp,46,46,8600,40,1,5,0,14
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,12,Call/IVR,15,15,2460,2,0,0,13,5
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,12,Email,48,48,1900,40,1,7,0,11
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,12,SMS,19,28,14000,19,0,0,0,7
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,12,WhatsApp,47,47,9050,36,2,9,0,11
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,13,Call/IVR,20,20,3560,4,0,0,16,8
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,13,Email,49,49,2000,44,0,5,0,16
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,13,SMS,8,8,4000,8,0,0,0,4
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,13,WhatsApp,40,40,8900,35,0,5,0,9
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,14,Call/IVR,12,12,2540,3,0,0,9,5
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,14,Email,43,43,1750,38,0,5,0,12
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,14,SMS,16,22,11000,16,0,0,0,8
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,14,WhatsApp,45,45,9750,39,2,4,0,12
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,15,Call/IVR,13,13,1860,3,0,0,10,6
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,15,Email,62,62,2150,44,2,16,0,14
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,15,SMS,14,19,9500,14,0,0,0,9
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,15,WhatsApp,36,36,6750,32,1,3,0,13
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,16,Call/IVR,24,24,700,1,1,0,22,11
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,16,Email,59,59,2250,46,0,13,0,12
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,16,SMS,15,22,11000,15,0,0,0,8
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,16,WhatsApp,45,45,8450,36,0,9,0,13
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,17,Call/IVR,16,16,3760,4,0,0,12,9
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,17,Email,52,52,1850,37,1,14,0,12
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,17,SMS,17,17,8500,17,0,0,0,7
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,17,WhatsApp,57,57,11450,47,2,8,0,15
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,18,Email,53,53,1800,39,2,12,0,12
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,18,SMS,17,23,11500,17,0,0,0,8
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,18,WhatsApp,45,45,7550,32,1,12,0,12
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,19,Email,49,49,2050,42,1,6,0,11
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,19,SMS,14,20,10000,14,0,0,0,6
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,19,WhatsApp,54,54,10350,48,0,6,0,13
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,20,Email,65,65,2900,58,1,6,0,14
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,20,SMS,15,21,10500,15,0,0,0,6
2025-01-29,2025-01-29,01,2025-01,2025-W05,Wednesday,3,20,WhatsApp,45,45,10650,39,0,6,0,11
2025-01-30,2025-01-30,01,2025-01,2025-W05,Thursday,4,8,Call/IVR,18,18,4000,6,0,0,12,10
2025-01-30,2025-01-30,01,2025-01,2025-W05,Thursday,4,8,Email,55,55,2200,47,0,8,0,15
2025-01-30,2025-01-30,01,2025-01,2025-W05,Thursday,4,8,SMS,12,15,7500,12,0,0,0,8
2025-01-30,2025-01-30,01,2025-01,2025-W05,Thursday,4,8,WhatsApp,38,38,6850,32,0,6,0,13
2025-01-30,2025-01-30,01,2025-01,2025-W05,Thursday,4,9,Call/IVR,19,19,4800,8,0,0,11,6
2025-01-30,2025-01-30,01,2025-01,2025-W05,Thursday,4,9,Email,46,46,1950,41,0,5,0,14
2025-01-30,2025-01-30,01,2025-01,2025-W05,Thursday,4,9,SMS,18,24,12000,18,0,0,0,6
2025-01-30,2025-01-30,01,2025-01,2025-W05,Thursday,4,9,WhatsApp,45,45,11250,40,2,3,0,14
2025-01-30,2025-01-30,01,2025-01,2025-W05,Thursday,4,10,Call/IVR,16,16,4560,6,1,0,9,9
2025-01-30,2025-01-30,01,2025-01,2025-W05,Thursday,4,10,Email,37,37,1450,30,1,6,0,10
2025-01-30,2025-01-30,01,2025-01,2025-W05,Thursday,4,10,SMS,15,21,10500,15,0,0,0,7
2025-01-30,2025-01-30,01,2025-01,2025-W05,Thursday,4,10,WhatsApp,44,44,9850,37,0,7,0,14
